,1,2,3,4,5,6
244,15,16,4,6,15,11
245,16,9,11,12,15,10
246,14,13,12,11,7,15
247,14,9,6,12,13,11
248,10,14,14,16,9,13
249,13,14,10,12,14,7
250,10,11,15,15,14,11
251,12,11,12,11,14,15
252,14,13,13,8,14,15
253,15,12,17,13,9,15
254,15,15,10,11,13,10
255,14,6,10,9,10,15
256,10,12,16,15,12,10
257,15,16,16,15,8,10
258,11,12,14,5,14,8
259,16,17,15,16,12,10
260,14,12,7,15,17,16
261,9,10,15,12,9,10
262,17,8,11,11,10,9
263,9,16,14,12,10,14
264,16,13,15,13,5,8
265,11,17,12,10,13,10
266,10,15,11,6,14,8
267,18,16,14,14,15,11
268,10,12,9,11,13,13
269,14,14,14,15,8,18
270,13,15,17,10,6,13
271,13,12,9,9,7,6
272,15,15,18,17,13,11
273,15,12,9,9,8,12
274,13,7,13,14,14,13
275,4,13,16,14,14,8
276,11,8,14,15,13,16
277,11,10,11,13,15,15
278,13,11,15,10,12,10
279,16,15,12,6,11,12
280,12,12,16,7,11,14
281,14,10,15,13,14,14
282,16,13,16,16,15,12
283,11,10,9,14,12,17
284,10,14,7,16,12,15
285,5,12,10,13,12,11
286,15,14,10,14,10,8
287,4,11,11,13,8,11
288,11,10,13,13,11,15
289,11,11,10,15,16,15
290,14,11,12,18,14,14
291,9,14,10,9,13,16
292,15,14,10,12,9,7
293,11,13,13,15,17,9
294,13,13,13,15,11,15
295,7,13,7,11,16,10
296,11,7,8,10,10,17
297,9,15,17,14,12,9
298,9,11,10,11,8,13
299,14,14,12,14,15,10
300,10,11,14,9,14,16
301,13,6,10,16,12,14
302,12,12,9,13,11,14
303,10,11,11,14,17,8
304,9,11,8,9,14,7
305,13,14,7,16,15,10
306,14,10,11,18,14,15
307,11,10,16,13,10,8
308,13,11,14,11,11,9
309,11,10,13,11,14,13
310,16,9,12,12,11,15
311,10,9,16,12,11,4
312,9,3,10,17,15,12
313,15,15,17,10,12,13
314,16,12,15,14,11,9
315,11,10,9,11,14,16
316,11,14,12,10,10,17
317,11,15,13,6,11,11
318,15,9,13,8,12,13
319,12,11,12,15,18,10
320,14,16,9,12,13,9
321,14,11,9,10,11,14
322,9,10,17,13,17,10
323,13,15,11,12,12,14
324,12,13,14,10,10,10
325,14,12,12,17,17,11
326,16,8,11,17,14,15
327,14,12,10,15,7,16
328,15,9,10,9,11,15
329,13,15,13,14,7,12
330,13,6,9,12,12,8
331,11,8,8,13,10,7
332,17,11,15,17,12,17
333,17,15,12,12,11,8
334,6,15,10,13,11,12
335,16,16,17,15,16,10
336,15,16,7,11,15,10
337,15,16,10,10,9,15
338,12,15,15,13,15,14
339,9,14,8,15,16,13
340,13,14,14,13,13,15
341,15,14,14,17,10,17
342,13,17,15,11,13,7
343,14,13,10,10,11,6
344,8,12,12,13,11,9
345,13,9,15,10,12,11
346,7,6,16,8,12,10
347,14,12,14,9,16,9
348,10,10,9,9,17,13
349,11,12,13,11,10,14
350,15,14,8,15,16,16
351,15,13,12,11,16,12
352,7,13,10,12,9,10
353,13,12,14,12,9,14
354,14,7,12,12,11,12
355,17,11,8,9,12,17
356,15,15,5,13,8,12
357,3,14,11,12,11,18
358,14,9,16,10,14,14
359,14,18,17,10,15,14
360,11,8,10,9,18,12
361,16,12,17,10,13,14
362,9,8,11,5,13,14
363,9,15,15,10,15,8
364,16,11,14,17,16,12
365,11,14,12,12,15,11
366,13,8,15,15,8,11
367,13,12,16,16,13,16
368,14,11,15,14,10,12
369,16,8,16,11,12,7
370,12,15,14,8,15,8
371,7,15,16,10,9,15
372,16,11,14,8,15,13
373,15,11,9,12,16,14
374,12,14,9,14,15,15
375,8,8,7,16,11,10
376,15,11,14,12,12,12
377,11,12,17,9,11,12
378,11,11,10,13,13,15
379,9,13,11,14,12,12
380,11,9,9,11,12,14
381,7,16,8,14,7,11
382,13,15,8,16,10,13
383,11,7,7,9,13,11
384,13,8,14,14,13,14
385,13,9,14,9,13,9
386,16,12,7,13,13,9
387,15,15,11,10,6,10
388,12,8,10,15,13,5
389,13,15,11,11,15,15
390,8,14,16,9,11,15
391,18,12,12,14,14,13
392,11,11,13,10,13,7
393,6,16,14,12,15,13
394,13,12,15,14,10,15
395,12,14,9,13,7,13
396,12,15,12,16,16,11
397,3,9,13,10,13,18
398,17,13,13,10,17,14
399,6,13,13,11,8,13
400,15,12,16,10,9,6
401,9,12,11,17,16,14
402,12,8,9,15,15,7
403,10,10,16,12,8,10
404,11,16,16,6,8,10
405,17,13,15,5,16,9
406,13,14,15,15,18,14
407,12,11,15,15,7,15
408,15,14,13,14,12,10
409,4,13,11,16,10,12
410,10,8,13,18,13,12
411,15,10,11,15,15,10
412,10,11,17,15,12,14
413,9,16,15,9,12,10
414,10,13,16,10,11,13
415,16,15,10,13,15,16
416,13,9,11,18,12,12
417,13,10,17,12,6,14
418,13,12,10,12,14,7
419,14,13,13,7,13,13
420,17,11,9,10,14,9
421,13,13,13,11,16,15
422,12,17,15,9,12,14
423,16,8,7,12,13,13
424,11,10,11,11,15,13
425,13,12,11,13,14,12
426,16,16,12,14,9,16
427,10,11,8,7,10,12
428,15,10,13,14,11,14
429,13,17,14,15,13,9
430,15,11,17,12,9,10
431,7,11,15,18,9,10
432,11,14,7,14,14,11
433,12,13,12,13,9,11
434,11,15,9,8,17,10
435,15,14,8,8,16,15
436,14,15,18,17,8,9
437,12,5,12,14,12,9
438,15,11,10,12,15,17
439,13,13,13,12,12,12
440,10,14,14,9,5,12
441,12,7,13,13,13,6
442,11,15,12,9,8,14
443,14,15,12,12,11,12
444,16,13,16,17,10,11
445,13,15,18,9,13,15
446,18,15,16,13,8,18
447,7,15,13,13,13,11
448,16,9,14,15,14,10
449,18,14,12,7,9,15
450,15,13,13,16,10,11
451,15,17,15,13,12,9
452,12,9,12,12,9,8
453,10,8,15,12,15,17
454,11,8,13,7,10,11
455,12,14,16,16,7,13
456,17,12,12,10,16,15
457,16,12,10,11,10,12
458,6,17,5,13,11,5
459,7,18,13,14,12,18
460,8,13,18,8,14,10
461,9,15,7,14,10,13
462,14,14,9,13,15,15
463,9,13,12,18,13,11
464,16,11,9,15,8,9
465,9,12,15,16,11,17
466,13,12,14,10,14,15
467,10,11,13,9,9,13
468,11,12,9,10,14,10
469,16,6,10,8,12,14
470,13,15,11,10,14,11
471,13,14,16,11,14,11
472,13,12,13,16,13,12
473,11,8,8,9,13,10
474,15,15,15,14,8,13
475,13,12,14,12,13,9
476,13,16,13,17,15,10
477,14,6,11,14,10,11
478,11,12,12,17,9,11
479,11,12,12,13,13,10
480,14,15,15,13,6,17
481,16,10,15,16,5,16
482,12,8,15,10,12,13
483,16,12,14,15,10,16
484,13,14,7,16,11,10
485,13,7,14,11,14,9
486,11,11,10,14,13,11
487,8,14,15,13,11,12
488,11,15,11,11,15,18
489,14,9,12,13,12,15
490,12,8,17,12,13,11
491,14,13,17,11,15,12
492,13,9,12,11,11,14
493,11,11,14,14,10,13
494,15,12,13,13,14,16
495,13,12,13,9,17,10
496,9,9,8,9,14,17
497,13,16,10,8,14,9
498,13,10,11,6,12,10
499,14,11,17,8,15,7
500,11,8,14,15,15,10
501,7,12,10,11,14,11
502,13,18,12,12,13,11
503,14,7,14,13,13,14
504,14,15,8,9,11,15
505,14,15,11,13,16,14
506,10,14,12,10,10,7
507,17,17,10,12,14,11
508,18,16,11,14,15,14
509,13,15,13,10,10,13
510,13,12,11,14,12,15
511,13,13,13,8,14,12
512,13,11,9,14,15,13
513,11,15,15,11,12,15
514,9,12,14,9,6,17
515,12,10,7,10,9,14
516,12,15,14,14,9,17
517,7,10,14,12,13,12
518,11,14,7,9,12,16
519,6,16,12,15,8,9
520,7,16,13,4,12,12
521,10,15,12,13,16,16
522,12,5,4,10,7,16
523,14,14,11,15,14,18
524,12,15,14,8,8,15
525,14,12,9,17,11,9
526,15,10,12,7,12,16
527,10,13,14,10,13,15
528,11,9,11,8,11,10
529,13,17,16,10,14,9
530,13,16,12,16,11,13
531,18,13,16,8,15,16
532,11,16,14,15,15,4
533,14,14,11,13,11,15
534,13,14,11,11,11,7
535,15,13,11,16,12,11
536,7,17,17,10,15,13
537,14,13,13,9,9,13
538,13,10,13,17,14,15
539,13,14,14,14,9,17
540,9,10,13,11,12,12
541,3,16,18,8,12,8
542,15,14,17,8,8,12
543,9,15,17,15,14,11
544,8,8,11,12,7,5
545,9,14,12,15,15,9
546,10,7,15,16,9,12
547,10,12,12,11,15,10
548,10,16,16,13,15,15
549,10,10,13,8,15,15
550,12,16,8,17,13,12
551,15,12,14,6,12,8
552,10,10,9,16,8,12
553,10,9,15,9,5,5
554,7,11,17,11,11,12
555,10,14,12,15,10,16
556,17,14,17,18,17,8
557,10,12,11,14,15,13
558,12,12,8,9,15,8
559,12,14,13,14,9,11
560,12,12,8,14,12,14
561,12,12,16,13,13,14
562,15,11,13,16,14,15
563,15,13,11,13,17,16
564,13,18,7,12,10,12
565,7,9,12,12,11,10
566,13,10,7,8,12,15
567,10,15,13,13,12,11
568,14,14,13,9,6,14
569,12,15,9,5,14,13
570,12,10,12,11,8,8
571,8,10,13,12,13,12
572,18,7,12,10,7,8
573,13,13,14,15,10,13
574,6,15,15,15,11,11
575,12,14,12,14,16,7
576,12,15,9,14,11,12
577,16,12,6,13,17,10
578,14,14,7,14,14,13
579,13,15,9,14,13,13
580,12,12,9,10,9,17
581,11,10,13,15,8,9
582,11,8,7,7,13,18
583,12,12,15,9,14,15
584,15,10,12,12,13,12
585,9,12,12,17,13,14
586,14,11,10,7,10,13
587,14,13,11,11,7,13
588,17,15,14,16,9,14
589,15,14,12,11,12,12
590,14,12,12,10,12,12
591,12,12,11,12,9,10
592,12,18,16,9,17,10
593,13,11,9,12,16,9
594,18,10,10,11,10,12
595,11,6,9,10,8,9
596,12,15,8,12,10,16
597,18,12,14,15,14,13
598,15,10,8,12,10,13
599,10,15,15,14,13,11
600,7,12,13,10,14,10
601,12,10,9,12,14,10
602,13,13,16,11,17,12
603,14,12,8,10,11,12
604,9,13,15,8,14,15
605,15,9,9,12,14,11
606,15,15,11,11,9,14
607,13,14,10,15,17,10
608,14,9,9,11,10,16
609,12,14,13,9,12,14
610,11,13,11,18,15,11
611,11,9,8,14,14,5
612,11,15,16,14,13,10
613,9,14,10,5,9,14
614,16,12,15,15,14,16
615,12,11,11,15,13,16
616,12,10,16,15,14,13
617,16,9,13,15,14,9
618,15,12,10,15,9,16
619,17,11,12,12,11,13
620,11,14,17,17,14,11
621,14,12,14,11,9,11
622,10,13,14,11,15,11
623,15,17,12,15,5,17
624,9,12,13,15,10,13
625,10,16,12,14,15,12
626,13,12,13,14,13,12
627,14,17,9,7,9,18
628,17,12,11,11,8,13
629,7,15,15,16,5,12
630,16,8,13,17,9,13
631,18,9,7,15,10,11
632,15,11,16,13,15,14
633,12,13,13,11,14,13
634,14,8,10,14,11,7
635,15,14,13,15,12,12
636,12,15,11,10,13,8
637,14,12,8,14,12,15
638,6,15,13,11,6,12
639,12,15,12,14,13,15
640,10,10,14,12,11,11
641,12,12,6,12,13,11
642,14,12,15,15,12,11
643,13,13,11,15,17,14
644,11,14,11,11,15,12
645,6,15,3,8,12,15
646,9,14,12,7,16,15
647,11,14,8,15,10,14
648,13,12,13,16,15,10
649,11,15,13,13,12,13
650,18,9,10,16,15,14
651,9,12,9,12,13,11
652,18,9,11,15,12,10
653,13,10,16,17,10,9
654,14,11,12,11,14,10
655,13,9,11,13,10,13
656,9,9,9,17,16,13
657,14,9,17,11,11,9
658,12,12,10,9,14,11
659,17,11,14,6,7,16
660,11,15,12,17,14,8
661,15,15,9,9,10,16
662,7,13,14,16,9,12
663,14,11,14,10,11,14
664,8,17,8,10,11,7
665,14,14,12,7,13,15
666,17,10,11,12,10,16
667,8,13,16,17,14,13
668,15,10,10,11,16,9
669,10,11,14,12,10,14
670,12,10,6,13,10,10
671,12,16,9,10,13,17
672,13,12,13,16,14,11
673,12,7,12,13,8,9
674,11,16,11,9,18,12
675,11,13,15,11,8,9
676,15,9,6,16,9,12
677,11,18,10,10,16,15
678,13,12,10,10,8,15
679,6,7,7,8,5,10
680,7,8,16,11,15,12
681,18,5,15,12,14,9
682,13,14,15,8,17,14
683,10,14,13,12,15,13
684,13,11,14,16,6,12
685,15,16,10,14,15,13
686,13,13,14,15,16,17
687,10,13,14,15,5,14
688,13,16,16,15,9,18
689,10,11,15,15,15,14
690,11,15,17,16,14,10
691,14,13,12,14,13,13
692,14,14,15,11,15,12
693,12,14,9,12,11,15
694,16,14,12,14,14,8
695,15,11,10,11,16,10
696,15,15,11,15,16,13
697,10,16,11,7,14,15
698,12,12,12,7,12,10
699,14,7,16,13,12,4
700,9,12,10,15,16,16
701,13,12,9,14,10,11
702,13,16,12,18,11,10
703,12,9,14,8,13,11
704,10,11,12,12,10,10
705,10,17,14,17,17,14
706,16,12,10,9,7,14
707,14,16,14,11,8,15
708,14,16,10,11,15,10
709,14,13,15,13,16,12
710,11,8,12,16,12,15
711,12,9,15,8,9,16
712,11,15,11,12,11,10
713,10,14,16,15,9,15
714,8,10,12,14,16,10
715,10,10,11,10,10,10
716,15,13,15,14,14,11
717,10,15,16,12,13,17
718,9,6,10,12,11,8
719,11,14,12,8,13,16
720,9,15,16,10,8,12
721,14,6,16,10,10,9
722,11,8,12,9,12,15
723,8,16,11,15,15,18
724,10,14,11,15,13,7
725,14,16,11,15,9,14
726,15,13,13,9,10,8
727,15,8,7,11,17,12
728,17,12,11,14,10,15
729,13,11,7,11,7,12
730,7,17,11,11,7,15
731,6,14,13,14,14,9
732,12,15,13,13,13,14
733,12,17,10,13,14,13
734,10,14,16,10,13,12
735,16,11,12,14,10,10
736,12,11,16,12,12,15
737,14,13,12,10,8,11
738,16,11,13,10,14,13
739,8,10,16,8,8,11
740,10,12,14,15,14,13
741,17,16,15,9,15,10
742,11,14,13,8,11,14
743,12,14,15,13,16,14
744,14,14,17,10,15,7
745,9,11,8,10,9,13
746,10,7,16,16,14,11
747,13,16,8,11,12,12
748,9,11,17,15,14,13
749,11,14,13,7,15,11
750,16,15,12,10,13,9
751,12,10,11,15,9,9
752,15,12,14,14,10,13
753,14,10,16,11,10,14
754,12,14,15,12,14,8
755,17,11,13,14,15,11
756,12,13,11,13,12,10
757,14,10,12,10,16,14
758,10,12,13,13,12,15
759,15,11,12,10,12,12
760,17,13,12,9,17,13
761,10,17,9,15,15,13
762,13,17,13,15,13,9
763,9,10,13,14,12,14
764,14,9,12,13,10,14
765,16,14,9,15,10,9
766,10,15,11,16,11,10
767,12,14,9,12,14,9
768,13,8,6,14,14,8
769,14,14,9,18,12,15
770,13,17,13,8,9,17
771,13,8,12,16,15,13
772,10,10,8,16,8,13
773,8,12,10,12,12,14
774,12,13,13,14,13,14
775,10,9,14,9,14,15
776,8,6,13,9,12,13
777,13,14,12,13,15,11
778,9,10,9,12,15,17
779,8,13,14,16,8,15
780,15,16,12,12,6,12
781,12,11,10,13,12,10
782,14,13,14,13,12,15
783,11,10,12,12,14,15
784,9,10,11,9,12,17
785,14,12,8,10,6,14
786,18,16,13,12,8,9
787,15,15,10,8,10,16
788,13,14,15,14,13,16
789,11,13,13,11,10,14
790,15,15,6,15,11,13
791,11,16,12,9,12,17
792,11,6,14,8,8,10
793,8,15,12,9,10,14
794,8,7,16,14,13,10
795,16,8,9,12,12,14
796,14,12,11,4,7,16
797,13,11,12,14,9,13
798,8,14,7,10,13,10
799,7,9,15,9,13,15
800,13,13,13,17,17,11
801,4,13,9,12,11,15
802,10,14,16,11,12,15
803,12,15,8,6,16,17
804,12,17,11,11,8,13
805,17,9,15,11,9,9
806,7,15,10,13,12,18
807,12,15,13,12,6,9
808,15,6,10,14,12,18
809,12,10,16,15,10,9
810,16,11,7,11,7,12
811,17,11,12,11,14,16
812,10,16,15,12,14,10
813,15,17,12,10,8,7
814,10,15,9,12,15,15
815,16,11,8,9,12,14
816,11,8,13,15,15,12
817,12,9,13,16,9,11
818,8,10,15,15,16,17
819,13,8,13,10,14,10
820,16,11,16,10,14,13
821,11,11,7,16,14,13
822,14,14,15,5,11,10
823,13,13,10,15,6,13
824,9,14,13,13,15,10
825,14,12,10,15,11,16
826,11,9,11,10,10,12
827,15,14,11,12,15,13
828,13,12,9,7,17,12
829,17,12,9,11,8,14
830,12,11,17,16,13,12
831,13,8,12,13,10,12
832,17,18,12,12,17,11
833,14,14,7,17,15,8
834,12,13,8,14,8,14
835,12,13,15,15,17,10
836,14,10,14,4,11,13
837,9,17,13,12,15,14
838,13,10,12,16,12,7
839,15,8,15,13,15,13
840,10,13,16,14,11,15
841,14,13,11,14,12,12
842,15,16,16,15,13,11
843,9,15,12,9,8,12
844,15,15,15,13,14,11
845,14,7,12,10,8,11
846,11,11,12,8,11,16
847,18,10,13,11,12,12
848,10,7,10,14,12,10
849,6,10,15,15,16,18
850,13,12,12,8,8,14
851,15,16,16,11,15,15
852,13,11,13,15,8,11
853,16,12,17,13,9,13
854,7,16,15,16,11,14
855,17,7,7,15,15,12
856,12,14,5,9,10,10
857,11,16,6,15,13,7
858,11,12,13,11,13,8
859,11,16,9,13,12,17
860,8,10,17,15,13,11
861,8,12,14,16,13,14
862,8,12,14,12,13,13
863,15,13,12,11,18,10
864,15,8,10,11,13,11
865,15,12,9,11,11,14
866,16,17,10,12,16,13
867,16,12,12,11,14,18
868,9,16,13,14,11,12
869,13,14,10,14,15,11
870,13,14,16,12,15,16
871,14,13,5,10,13,17
872,8,16,8,10,12,8
873,13,11,12,12,11,14
874,17,10,12,15,18,16
875,9,12,15,15,13,7
876,11,3,16,14,14,4
877,15,14,15,14,8,14
878,12,16,13,7,9,11
879,12,11,7,15,12,12
880,7,15,7,15,13,11
881,14,12,14,15,6,5
882,6,6,16,12,4,16
883,14,7,10,11,12,11
884,15,10,15,10,11,16
885,14,14,11,12,11,16
886,11,8,17,11,17,10
887,15,13,10,13,10,14
888,11,11,12,12,7,13
889,12,14,11,14,9,8
890,13,13,15,9,18,9
891,10,14,13,12,14,13
892,10,10,5,13,7,14
893,11,10,14,8,12,17
894,14,16,13,9,12,14
895,12,12,13,9,10,11
896,15,14,13,12,12,10
897,12,15,15,15,17,16
898,11,7,14,13,9,8
899,16,16,12,16,10,9
900,12,16,16,12,12,12
901,17,11,16,9,5,17
902,10,12,12,12,14,9
903,9,13,11,10,14,12
904,12,13,11,10,10,14
905,10,11,10,16,14,9
906,11,13,12,11,8,11
907,14,10,12,15,13,9
908,9,14,10,16,14,11
909,12,7,11,17,6,15
910,15,11,15,15,11,16
911,13,9,15,15,10,11
912,14,13,10,12,16,14
913,5,13,15,16,14,13
914,13,13,15,14,12,12
915,15,9,10,16,11,12
916,9,11,17,13,14,15
917,12,18,12,14,10,13
918,16,10,10,15,17,12
919,13,5,13,15,14,13
920,15,16,10,12,13,15
921,17,12,16,13,12,16
922,12,13,12,14,11,12
923,15,14,8,16,13,16
924,12,11,15,8,13,12
925,8,7,16,6,15,13
926,17,15,13,13,17,9
927,11,12,8,14,11,11
928,12,15,10,12,14,14
929,13,11,11,10,13,14
930,7,13,13,10,15,4
931,10,13,13,18,9,15
932,8,15,17,15,10,11
933,12,16,9,10,14,17
934,8,12,14,13,8,10
935,11,5,8,10,14,18
936,15,13,11,16,15,14
937,11,13,10,12,14,9
938,8,14,11,13,16,14
939,16,15,10,15,9,7
940,17,11,10,9,8,9
941,16,13,5,11,12,10
942,10,13,9,10,13,11
943,8,10,12,11,13,15
944,11,14,9,12,12,7
945,12,12,7,18,14,12
946,13,13,7,8,11,14
947,8,15,14,10,18,14
948,13,13,11,10,7,9
949,9,16,14,14,16,13
950,10,14,14,16,6,14
951,11,17,11,10,12,11
952,8,10,16,11,17,12
953,14,12,5,16,10,9
954,10,10,13,9,15,11
955,12,12,10,15,16,14
956,14,13,14,10,12,11
957,13,8,8,13,16,7
958,10,10,16,13,13,13
959,11,14,12,15,13,10
960,10,6,13,12,7,13
961,12,16,15,11,14,15
962,13,14,7,10,14,12
963,18,9,17,9,9,14
964,9,17,8,10,16,10
965,9,15,11,14,13,13
966,14,10,15,13,7,14
967,11,13,13,9,14,13
968,15,14,15,17,17,16
969,16,9,15,10,15,12
970,12,15,15,14,10,7
971,8,9,16,13,14,14
972,12,14,9,18,10,14
973,7,11,11,7,9,11
974,15,13,13,15,15,15
975,12,11,13,10,10,12
976,10,12,11,15,18,16
977,12,11,11,13,11,11
978,15,5,13,10,10,16
979,16,16,17,11,15,13
980,14,15,16,14,10,15
981,16,12,14,14,10,9
982,9,13,14,11,14,13
983,10,13,13,11,16,9
984,9,10,13,16,14,15
985,9,15,12,9,6,14
986,12,10,10,9,16,12
987,16,17,11,9,11,14
988,13,16,14,8,15,13
989,17,12,11,12,15,15
990,12,15,12,16,15,10
991,17,12,13,10,11,10
992,7,17,14,12,6,11
993,11,15,7,7,15,16
994,15,13,11,6,12,17
995,12,11,15,8,12,13
996,10,13,17,11,17,12
997,12,13,14,10,8,9
